nominal,data,curs,cdx
1,10/15/19,64.3652,Доллар США
1,10/16/19,64.2548,Доллар США
1,10/17/19,64.3455,Доллар США
1,10/18/19,64.0144,Доллар США
1,10/19/19,63.9542,Доллар США
1,10/22/19,63.7606,Доллар США
1,10/23/19,63.6336,Доллар США
1,10/24/19,63.7997,Доллар США
1,10/25/19,63.8600,Доллар США
1,10/26/19,63.9966,Доллар США
1,10/29/19,63.8700,Доллар США
1,10/30/19,63.8320,Доллар США
1,10/31/19,63.8734,Доллар США
